,Assortment,CompDist,CompOpen,Customers,Date,DayOfWeek,Open,Promo,Promo2,Sales,Store,StoreType,month,Preds
507916,a,near,False,3171,2014-04-02,3,1,1,0,20226,262,b,04,21235.494140625
508216,c,far,True,3146,2014-04-02,3,1,1,0,18826,562,b,04,19510.671875
509031,a,near,False,3204,2014-04-01,2,1,1,0,21667,262,b,04,20560.005859375
509331,c,far,True,3304,2014-04-01,2,1,1,0,20957,562,b,04,20219.197265625
510146,a,near,False,3443,2014-03-31,1,1,1,0,22545,262,b,03,22175.505859375
510446,c,far,True,3489,2014-03-31,1,1,1,0,23502,562,b,03,22511.201171875
511261,a,near,False,4262,2014-03-30,7,1,0,0,25897,262,b,03,27769.8515625
511561,c,far,True,2909,2014-03-30,7,1,0,0,17317,562,b,03,18638.662109375
512376,a,near,False,3162,2014-03-29,6,1,0,0,16776,262,b,03,16539.255859375
512676,c,far,True,2559,2014-03-29,6,1,0,0,13096,562,b,03,14026.1455078125
513491,a,near,False,3359,2014-03-28,5,1,0,0,19327,262,b,03,18920.244140625
513791,c,far,True,3343,2014-03-28,5,1,0,0,17763,562,b,03,17783.595703125
514606,a,near,False,3000,2014-03-27,4,1,0,0,16935,262,b,03,16310.0068359375
514906,c,far,True,3049,2014-03-27,4,1,0,0,17350,562,b,03,16530.998046875
515721,a,near,False,2759,2014-03-26,3,1,0,0,15514,262,b,03,14991.6591796875
516021,c,far,True,2847,2014-03-26,3,1,0,0,16279,562,b,03,16395.001953125
516836,a,near,False,2730,2014-03-25,2,1,0,0,15542,262,b,03,15208.669921875
517136,c,far,True,2972,2014-03-25,2,1,0,0,16862,562,b,03,16590.671875
517951,a,near,False,2936,2014-03-24,1,1,0,0,16454,262,b,03,16223.4970703125
518251,c,far,True,3011,2014-03-24,1,1,0,0,17267,562,b,03,16480.994140625
519066,a,near,False,4342,2014-03-23,7,1,0,0,26977,262,b,03,27769.8515625
519366,c,far,True,3081,2014-03-23,7,1,0,0,18717,562,b,03,18638.662109375
520181,a,near,False,2980,2014-03-22,6,1,0,0,15749,262,b,03,16539.255859375
520481,c,far,True,2533,2014-03-22,6,1,0,0,13893,562,b,03,14026.1455078125
521296,a,near,False,3793,2014-03-21,5,1,1,0,22598,262,b,03,21181.00390625
521596,c,far,True,3450,2014-03-21,5,1,1,0,20074,562,b,03,19927.49609375
522411,a,near,False,2896,2014-03-20,4,1,1,0,16597,262,b,03,18531.994140625
522711,c,far,True,2874,2014-03-20,4,1,1,0,15543,562,b,03,17689.751953125
523526,a,near,False,2938,2014-03-19,3,1,1,0,17467,262,b,03,18745.015625
523826,c,far,True,3096,2014-03-19,3,1,1,0,19299,562,b,03,18721.328125
524641,a,near,False,2937,2014-03-18,2,1,1,0,18191,262,b,03,19663.494140625
524941,c,far,True,3094,2014-03-18,2,1,1,0,18685,562,b,03,19654.001953125
525756,a,near,False,3214,2014-03-17,1,1,1,0,20331,262,b,03,22175.505859375
526056,c,far,True,3460,2014-03-17,1,1,1,0,21439,562,b,03,22511.201171875
526871,a,near,False,4352,2014-03-16,7,1,0,0,27345,262,b,03,27769.8515625
527171,c,far,True,3200,2014-03-16,7,1,0,0,18693,562,b,03,18638.662109375
527986,a,near,False,2982,2014-03-15,6,1,0,0,17217,262,b,03,16539.255859375
528286,c,far,True,2827,2014-03-15,6,1,0,0,14381,562,b,03,14026.1455078125
529101,a,near,False,3295,2014-03-14,5,1,0,0,18640,262,b,03,18920.244140625
529401,c,far,True,3218,2014-03-14,5,1,0,0,17947,562,b,03,17783.595703125
530216,a,near,False,2758,2014-03-13,4,1,0,0,15328,262,b,03,16310.0068359375
530516,c,far,True,2901,2014-03-13,4,1,0,0,15398,562,b,03,16530.998046875
531331,a,near,False,2760,2014-03-12,3,1,0,0,14600,262,b,03,14991.6591796875
531631,c,far,True,2914,2014-03-12,3,1,0,0,16073,562,b,03,16395.001953125
532446,a,near,False,2712,2014-03-11,2,1,0,0,15133,262,b,03,15208.669921875
532746,c,far,True,2818,2014-03-11,2,1,0,0,15581,562,b,03,16590.671875
533561,a,near,False,2934,2014-03-10,1,1,0,0,15319,262,b,03,16223.4970703125
533861,c,far,True,2843,2014-03-10,1,1,0,0,15695,562,b,03,16480.994140625
534676,a,near,False,4652,2014-03-09,7,1,0,0,27287,262,b,03,27769.8515625
534976,c,far,True,3327,2014-03-09,7,1,0,0,18322,562,b,03,18638.662109375
535791,a,near,False,3178,2014-03-08,6,1,0,0,16777,262,b,03,16539.255859375
536091,c,far,True,2805,2014-03-08,6,1,0,0,14307,562,b,03,14026.1455078125
536906,a,near,False,3511,2014-03-07,5,1,1,0,19574,262,b,03,21181.00390625
537206,c,far,True,3322,2014-03-07,5,1,1,0,19812,562,b,03,19927.49609375
538021,a,near,False,3007,2014-03-06,4,1,1,0,20105,262,b,03,18531.994140625
538321,c,far,True,3048,2014-03-06,4,1,1,0,18933,562,b,03,17689.751953125
539136,a,near,False,3067,2014-03-05,3,1,1,0,20023,262,b,03,18745.015625
539436,c,far,True,3110,2014-03-05,3,1,1,0,18666,562,b,03,18721.328125
540251,a,near,False,3112,2014-03-04,2,1,1,0,19911,262,b,03,19663.494140625
540551,c,far,True,3162,2014-03-04,2,1,1,0,20367,562,b,03,19654.001953125
541366,a,near,False,3379,2014-03-03,1,1,1,0,21367,262,b,03,22175.505859375
541666,c,far,True,3442,2014-03-03,1,1,1,0,23540,562,b,03,22511.201171875
542481,a,near,False,4742,2014-03-02,7,1,0,0,31773,262,b,03,27769.8515625
542781,c,far,True,3475,2014-03-02,7,1,0,0,22873,562,b,03,18638.662109375
543596,a,near,False,3397,2014-03-01,6,1,0,0,18362,262,b,03,16539.255859375
543896,c,far,True,2808,2014-03-01,6,1,0,0,14180,562,b,03,14026.1455078125
544711,a,near,False,3614,2014-02-28,5,1,0,0,20877,262,b,02,20416.3359375
545011,c,far,True,3436,2014-02-28,5,1,0,0,20491,562,b,02,19517.66796875
545826,a,near,False,2834,2014-02-27,4,1,0,0,15866,262,b,02,16876.005859375
546126,c,far,True,2938,2014-02-27,4,1,0,0,17061,562,b,02,16281.7548828125
546941,a,near,False,2807,2014-02-26,3,1,0,0,16506,262,b,02,15268.005859375
547241,c,far,True,2928,2014-02-26,3,1,0,0,16296,562,b,02,16603.197265625
548056,a,near,False,2708,2014-02-25,2,1,0,0,15620,262,b,02,15691.6640625
548356,c,far,True,2759,2014-02-25,2,1,0,0,15489,562,b,02,16043.1982421875
549171,a,near,False,2861,2014-02-24,1,1,0,0,15953,262,b,02,16321.5029296875
549471,c,far,True,2825,2014-02-24,1,1,0,0,14794,562,b,02,16170.001953125
550286,a,near,False,4320,2014-02-23,7,1,0,0,28356,262,b,02,28820.00390625
550586,c,far,True,3239,2014-02-23,7,1,0,0,18872,562,b,02,18773.37109375
551401,a,near,False,3032,2014-02-22,6,1,0,0,16955,262,b,02,16681.99609375
551701,c,far,True,2666,2014-02-22,6,1,0,0,14908,562,b,02,14005.9990234375
552516,a,near,False,3525,2014-02-21,5,1,1,0,21267,262,b,02,22242.001953125
552816,c,far,True,3491,2014-02-21,5,1,1,0,20186,562,b,02,19442.50390625
553631,a,near,False,2836,2014-02-20,4,1,1,0,17228,262,b,02,18596.578125
553931,c,far,True,3093,2014-02-20,4,1,1,0,18355,562,b,02,18828.99609375
554746,a,near,False,2957,2014-02-19,3,1,1,0,18667,262,b,02,19194.994140625
555046,c,far,True,3151,2014-02-19,3,1,1,0,19137,562,b,02,18988.40234375
555861,a,near,False,3091,2014-02-18,2,1,1,0,19041,262,b,02,19313.671875
556161,c,far,True,3271,2014-02-18,2,1,1,0,20903,562,b,02,20220.99609375
556976,a,near,False,3156,2014-02-17,1,1,1,0,20106,262,b,02,21836.994140625
557276,c,far,True,3327,2014-02-17,1,1,1,0,21929,562,b,02,22664.6015625
558091,a,near,False,4142,2014-02-16,7,1,0,0,26566,262,b,02,28820.00390625
558391,c,far,True,3206,2014-02-16,7,1,0,0,19873,562,b,02,18773.37109375
559206,a,near,False,3020,2014-02-15,6,1,0,0,15763,262,b,02,16681.99609375
559506,c,far,True,2731,2014-02-15,6,1,0,0,13622,562,b,02,14005.9990234375
560321,a,near,False,3601,2014-02-14,5,1,0,0,20474,262,b,02,20416.3359375
560621,c,far,True,3549,2014-02-14,5,1,0,0,19384,562,b,02,19517.66796875
561436,a,near,False,3049,2014-02-13,4,1,0,0,18327,262,b,02,16876.005859375
561736,c,far,True,3073,2014-02-13,4,1,0,0,17429,562,b,02,16281.7548828125
562551,a,near,False,2795,2014-02-12,3,1,0,0,15520,262,b,02,15268.005859375
562851,c,far,True,3071,2014-02-12,3,1,0,0,17255,562,b,02,16603.197265625
563666,a,near,False,2672,2014-02-11,2,1,0,0,15394,262,b,02,15691.6640625
563966,c,far,True,3113,2014-02-11,2,1,0,0,17351,562,b,02,16043.1982421875
564781,a,near,False,2955,2014-02-10,1,1,0,0,16690,262,b,02,16321.5029296875
565081,c,far,True,3229,2014-02-10,1,1,0,0,17708,562,b,02,16170.001953125
565896,a,near,False,4298,2014-02-09,7,1,0,0,27216,262,b,02,28820.00390625
566196,c,far,True,3287,2014-02-09,7,1,0,0,19174,562,b,02,18773.37109375
567011,a,near,False,3121,2014-02-08,6,1,0,0,16745,262,b,02,16681.99609375
567311,c,far,True,2800,2014-02-08,6,1,0,0,14114,562,b,02,14005.9990234375
568126,a,near,False,3628,2014-02-07,5,1,1,0,22242,262,b,02,22242.001953125
568426,c,far,True,3471,2014-02-07,5,1,1,0,20145,562,b,02,19442.50390625
569241,a,near,False,2941,2014-02-06,4,1,1,0,18686,262,b,02,18596.578125
569541,c,far,True,3275,2014-02-06,4,1,1,0,19916,562,b,02,18828.99609375
570356,a,near,False,2992,2014-02-05,3,1,1,0,19773,262,b,02,19194.994140625
570656,c,far,True,3138,2014-02-05,3,1,1,0,18962,562,b,02,18988.40234375
571471,a,near,False,3092,2014-02-04,2,1,1,0,20618,262,b,02,19313.671875
571771,c,far,True,3310,2014-02-04,2,1,1,0,21727,562,b,02,20220.99609375
572586,a,near,False,3404,2014-02-03,1,1,1,0,23194,262,b,02,21836.994140625
572886,c,far,True,3622,2014-02-03,1,1,1,0,24966,562,b,02,22664.6015625
573701,a,near,False,4381,2014-02-02,7,1,0,0,30507,262,b,02,28820.00390625
574001,c,far,True,3474,2014-02-02,7,1,0,0,22888,562,b,02,18773.37109375
574816,a,near,False,3237,2014-02-01,6,1,0,0,18937,262,b,02,16681.99609375
575116,c,far,True,2806,2014-02-01,6,1,0,0,15498,562,b,02,14005.9990234375
575931,a,near,False,3433,2014-01-31,5,1,0,0,20699,262,b,01,18428.671875
576231,c,far,True,3547,2014-01-31,5,1,0,0,20360,562,b,01,16821.00390625
577046,a,near,False,2880,2014-01-30,4,1,0,0,16634,262,b,01,16729.6640625
577346,c,far,True,3186,2014-01-30,4,1,0,0,17915,562,b,01,15722.9970703125
578161,a,near,False,2812,2014-01-29,3,1,0,0,16629,262,b,01,17330.994140625
578461,c,far,True,3127,2014-01-29,3,1,0,0,18113,562,b,01,15094.9990234375
579276,a,near,False,2764,2014-01-28,2,1,0,0,16316,262,b,01,15940.0029296875
579576,c,far,True,3064,2014-01-28,2,1,0,0,16763,562,b,01,14944.666015625
580391,a,near,False,2742,2014-01-27,1,1,0,0,15433,262,b,01,16290.99609375
580691,c,far,True,2998,2014-01-27,1,1,0,0,16910,562,b,01,17021.19921875
581506,a,near,False,3769,2014-01-26,7,1,0,0,25107,262,b,01,25156.60546875
581806,c,far,True,2775,2014-01-26,7,1,0,0,16303,562,b,01,17692.24609375
582621,a,near,False,2747,2014-01-25,6,1,0,0,15813,262,b,01,15841.0009765625
582921,c,far,True,2486,2014-01-25,6,1,0,0,13196,562,b,01,13405.8193359375
583736,a,near,False,3322,2014-01-24,5,1,1,0,20217,262,b,01,20696.748046875
584036,c,far,True,3353,2014-01-24,5,1,1,0,19048,562,b,01,19534.501953125
584851,a,near,False,2890,2014-01-23,4,1,1,0,18306,262,b,01,18490.00390625
585151,c,far,True,3147,2014-01-23,4,1,1,0,18564,562,b,01,18827.751953125
585966,a,near,False,2937,2014-01-22,3,1,1,0,18821,262,b,01,18184.75390625
586266,c,far,True,3189,2014-01-22,3,1,1,0,20073,562,b,01,19484.6015625
587081,a,near,False,2844,2014-01-21,2,1,1,0,18743,262,b,01,18336.328125
587381,c,far,True,3252,2014-01-21,2,1,1,0,20566,562,b,01,20082.60546875
588196,a,near,False,2996,2014-01-20,1,1,1,0,20281,262,b,01,19482.33984375
588496,c,far,True,3479,2014-01-20,1,1,1,0,23047,562,b,01,22127.603515625
589311,a,near,False,3917,2014-01-19,7,1,0,0,25586,262,b,01,25156.60546875
589611,c,far,True,2829,2014-01-19,7,1,0,0,16929,562,b,01,17692.24609375
590426,a,near,False,2907,2014-01-18,6,1,0,0,15557,262,b,01,15841.0009765625
590726,c,far,True,2503,2014-01-18,6,1,0,0,13994,562,b,01,13405.8193359375
591541,a,near,False,3071,2014-01-17,5,1,0,0,17132,262,b,01,18428.671875
591841,c,far,True,3085,2014-01-17,5,1,0,0,17338,562,b,01,16821.00390625
592656,a,near,False,2703,2014-01-16,4,1,0,0,15743,262,b,01,16729.6640625
592956,c,far,True,2995,2014-01-16,4,1,0,0,17722,562,b,01,15722.9970703125
593771,a,near,False,2758,2014-01-15,3,1,0,0,15727,262,b,01,17330.994140625
594071,c,far,True,2862,2014-01-15,3,1,0,0,16186,562,b,01,15094.9990234375
594886,a,near,False,2673,2014-01-14,2,1,0,0,15945,262,b,01,15940.0029296875
595186,c,far,True,2917,2014-01-14,2,1,0,0,16139,562,b,01,14944.666015625
596001,a,near,False,2919,2014-01-13,1,1,0,0,16601,262,b,01,16290.99609375
596301,c,far,True,3088,2014-01-13,1,1,0,0,17572,562,b,01,17021.19921875
597116,a,near,False,3872,2014-01-12,7,1,0,0,25125,262,b,01,25156.60546875
597416,c,far,True,2951,2014-01-12,7,1,0,0,17773,562,b,01,17692.24609375
598231,a,near,False,2780,2014-01-11,6,1,0,0,15509,262,b,01,15841.0009765625
598531,c,far,True,2587,2014-01-11,6,1,0,0,13923,562,b,01,13405.8193359375
599346,a,near,False,3294,2014-01-10,5,1,1,0,21171,262,b,01,20696.748046875
599646,c,far,True,3385,2014-01-10,5,1,1,0,20222,562,b,01,19534.501953125
600461,a,near,False,2825,2014-01-09,4,1,1,0,18674,262,b,01,18490.00390625
600761,c,far,True,3246,2014-01-09,4,1,1,0,19719,562,b,01,18827.751953125
601576,a,near,False,2914,2014-01-08,3,1,1,0,18829,262,b,01,18184.75390625
601876,c,far,True,3123,2014-01-08,3,1,1,0,18482,562,b,01,19484.6015625
602691,a,near,False,2897,2014-01-07,2,1,1,0,18421,262,b,01,18336.328125
602991,c,far,True,3243,2014-01-07,2,1,1,0,20566,562,b,01,20082.60546875
603806,a,near,False,3160,2014-01-06,1,1,1,0,21127,262,b,01,19482.33984375
604106,c,far,True,3476,2014-01-06,1,1,1,0,23336,562,b,01,22127.603515625
604921,a,near,False,3767,2014-01-05,7,1,0,0,25276,262,b,01,25156.60546875
605221,c,far,True,2765,2014-01-05,7,1,0,0,17279,562,b,01,17692.24609375
606036,a,near,False,2860,2014-01-04,6,1,0,0,15771,262,b,01,15841.0009765625
606336,c,far,True,2408,2014-01-04,6,1,0,0,13599,562,b,01,13405.8193359375
607151,a,near,False,2927,2014-01-03,5,1,0,0,17037,262,b,01,18428.671875
607451,c,far,True,2694,2014-01-03,5,1,0,0,15191,562,b,01,16821.00390625
608266,a,near,False,3162,2014-01-02,4,1,0,0,18179,262,b,01,16729.6640625
608566,c,far,True,2696,2014-01-02,4,1,0,0,15302,562,b,01,15722.9970703125
609381,a,near,False,3159,2014-01-01,3,1,0,0,19637,262,b,01,17330.994140625
609681,c,far,True,1931,2014-01-01,3,1,0,0,11002,562,b,01,15094.9990234375
610496,a,near,True,3155,2013-12-31,2,1,0,0,21502,262,b,12,21502.0078125
610796,c,far,True,2519,2013-12-31,2,1,0,0,16157,562,b,12,17799.794921875
611611,a,near,True,3772,2013-12-30,1,1,0,0,23541,262,b,12,26200.49609375
611911,c,far,True,3115,2013-12-30,1,1,0,0,19653,562,b,12,22970.74609375
612726,a,near,True,4479,2013-12-29,7,1,0,0,31759,262,b,12,33497.99609375
613026,c,far,True,2883,2013-12-29,7,1,0,0,18672,562,b,12,22539.12109375
613841,a,near,True,3128,2013-12-28,6,1,0,0,18048,262,b,12,20483.328125
614141,c,far,True,2485,2013-12-28,6,1,0,0,14707,562,b,12,16479.330078125
614956,a,near,True,3357,2013-12-27,5,1,0,0,19984,262,b,12,19984.0078125
615256,c,far,True,2797,2013-12-27,5,1,0,0,16205,562,b,12,19443.333984375
616071,a,near,True,3960,2013-12-26,4,1,0,0,28800,262,b,12,23791.5
616371,c,far,True,2612,2013-12-26,4,1,0,0,16810,562,b,12,17415.001953125
617186,a,near,True,3445,2013-12-25,3,1,0,0,24245,262,b,12,21574.994140625
617486,c,far,True,2014,2013-12-25,3,1,0,0,13376,562,b,12,16644.671875
618301,a,near,True,2295,2013-12-24,2,1,0,0,16016,262,b,12,21502.0078125
618601,c,far,True,1663,2013-12-24,2,1,0,0,11024,562,b,12,17799.794921875
619416,a,near,True,4314,2013-12-23,1,1,0,0,28860,262,b,12,26200.49609375
619716,c,far,True,3860,2013-12-23,1,1,0,0,26152,562,b,12,22970.74609375
620531,a,near,True,4916,2013-12-22,7,1,0,0,37376,262,b,12,33497.99609375
620831,c,far,True,3763,2013-12-22,7,1,0,0,26659,562,b,12,22539.12109375
621646,a,near,True,3606,2013-12-21,6,1,0,0,21998,262,b,12,20483.328125
621946,c,far,True,3418,2013-12-21,6,1,0,0,19957,562,b,12,16479.330078125
622761,a,near,True,3989,2013-12-20,5,1,1,0,26263,262,b,12,24382.49609375
623061,c,far,True,4099,2013-12-20,5,1,1,0,26264,562,b,12,25172.24609375
623876,a,near,True,3754,2013-12-19,4,1,1,0,25076,262,b,12,25250.470703125
624176,c,far,True,3869,2013-12-19,4,1,1,0,24975,562,b,12,22914.501953125
624991,a,near,True,3601,2013-12-18,3,1,1,0,25818,262,b,12,24792.005859375
625291,c,far,True,3874,2013-12-18,3,1,1,0,26082,562,b,12,25599.00390625
626106,a,near,True,3544,2013-12-17,2,1,1,0,24603,262,b,12,23095.0
626406,c,far,True,3962,2013-12-17,2,1,1,0,26505,562,b,12,25414.669921875
627221,a,near,True,3734,2013-12-16,1,1,1,0,25995,262,b,12,25407.49609375
627521,c,far,True,3931,2013-12-16,1,1,1,0,28680,562,b,12,27305.49609375
628336,a,near,True,4609,2013-12-15,7,1,0,0,32058,262,b,12,33497.99609375
628636,c,far,True,3429,2013-12-15,7,1,0,0,21990,562,b,12,22539.12109375
629451,a,near,True,3747,2013-12-14,6,1,0,0,21404,262,b,12,20483.328125
629751,c,far,True,3475,2013-12-14,6,1,0,0,19128,562,b,12,16479.330078125
630566,a,near,True,3538,2013-12-13,5,1,0,0,21470,262,b,12,19984.0078125
630866,c,far,True,3656,2013-12-13,5,1,0,0,21057,562,b,12,19443.333984375
631681,a,near,True,3065,2013-12-12,4,1,0,0,18783,262,b,12,23791.5
631981,c,far,True,3418,2013-12-12,4,1,0,0,20664,562,b,12,17415.001953125
632796,a,near,True,3077,2013-12-11,3,1,0,0,18905,262,b,12,21574.994140625
633096,c,far,True,3241,2013-12-11,3,1,0,0,18730,562,b,12,16644.671875
633911,a,near,True,2988,2013-12-10,2,1,0,0,17486,262,b,12,21502.0078125
634211,c,far,True,3266,2013-12-10,2,1,0,0,18838,562,b,12,17799.794921875
635026,a,near,True,3303,2013-12-09,1,1,0,0,20249,262,b,12,26200.49609375
635326,c,far,True,3477,2013-12-09,1,1,0,0,20676,562,b,12,22970.74609375
636141,a,near,True,4630,2013-12-08,7,1,0,0,31393,262,b,12,33497.99609375
636441,c,far,True,3363,2013-12-08,7,1,0,0,20035,562,b,12,22539.12109375
637256,a,near,True,3735,2013-12-07,6,1,0,0,21302,262,b,12,20483.328125
637556,c,far,True,3189,2013-12-07,6,1,0,0,16137,562,b,12,16479.330078125
638371,a,near,True,3407,2013-12-06,5,1,1,0,22502,262,b,12,24382.49609375
638671,c,far,True,3354,2013-12-06,5,1,1,0,21722,562,b,12,25172.24609375
639486,a,near,True,3375,2013-12-05,4,1,1,0,24264,262,b,12,25250.470703125
639786,c,far,True,2925,2013-12-05,4,1,1,0,22587,562,b,12,22914.501953125
640601,a,near,True,3448,2013-12-04,3,1,1,0,23766,262,b,12,24792.005859375
640901,c,far,True,3711,2013-12-04,3,1,1,0,25116,562,b,12,25599.00390625
641716,a,near,True,3445,2013-12-03,2,1,1,0,23095,262,b,12,23095.0
642016,c,far,True,3724,2013-12-03,2,1,1,0,25864,562,b,12,25414.669921875
642831,a,near,True,3600,2013-12-02,1,1,1,0,24820,262,b,12,25407.49609375
643131,c,far,True,3920,2013-12-02,1,1,1,0,27428,562,b,12,27305.49609375
643946,a,near,True,4894,2013-12-01,7,1,0,0,34904,262,b,12,33497.99609375
644246,c,far,True,3504,2013-12-01,7,1,0,0,22918,562,b,12,22539.12109375
645061,a,near,True,3878,2013-11-30,6,1,0,0,23457,262,b,11,16914.998046875
645361,c,far,True,3305,2013-11-30,6,1,0,0,18521,562,b,11,15161.998046875
646176,a,near,True,3944,2013-11-29,5,1,0,0,24384,262,b,11,21105.498046875
646476,c,far,True,3694,2013-11-29,5,1,0,0,21946,562,b,11,19579.669921875
647291,a,near,True,3064,2013-11-28,4,1,0,0,18502,262,b,11,17211.9921875
647591,c,far,True,3200,2013-11-28,4,1,0,0,19606,562,b,11,18134.50390625
648406,a,near,True,2871,2013-11-27,3,1,0,0,17515,262,b,11,15084.0234375
648706,c,far,True,3218,2013-11-27,3,1,0,0,20112,562,b,11,17849.66015625
649521,a,near,True,2768,2013-11-26,2,1,0,0,16598,262,b,11,16432.9921875
649821,c,far,True,3064,2013-11-26,2,1,0,0,18580,562,b,11,18347.005859375
650636,a,near,True,2914,2013-11-25,1,1,0,0,17607,262,b,11,17379.005859375
650936,c,far,True,3145,2013-11-25,1,1,0,0,20311,562,b,11,18814.994140625
651751,a,near,True,4249,2013-11-24,7,1,0,0,28215,262,b,11,26500.49609375
652051,c,far,True,3417,2013-11-24,7,1,0,0,20569,562,b,11,20067.666015625
652866,a,near,True,3003,2013-11-23,6,1,0,0,15677,262,b,11,16914.998046875
653166,c,far,True,2778,2013-11-23,6,1,0,0,14412,562,b,11,15161.998046875
653981,a,near,True,3488,2013-11-22,5,1,1,0,20664,262,b,11,20809.501953125
654281,c,far,True,3453,2013-11-22,5,1,1,0,19762,562,b,11,20571.330078125
655096,a,near,True,3016,2013-11-21,4,1,1,0,18752,262,b,11,18472.427734375
655396,c,far,True,3223,2013-11-21,4,1,1,0,18799,562,b,11,19545.5
656211,a,near,True,2973,2013-11-20,3,1,1,0,19409,262,b,11,20712.494140625
656511,c,far,True,3167,2013-11-20,3,1,1,0,19658,562,b,11,19208.00390625
657326,a,near,True,2874,2013-11-19,2,1,1,0,18557,262,b,11,19953.005859375
657626,c,far,True,3282,2013-11-19,2,1,1,0,20322,562,b,11,20711.66015625
658441,a,near,True,3016,2013-11-18,1,1,1,0,20520,262,b,11,19047.1796875
658741,c,far,True,3382,2013-11-18,1,1,1,0,22293,562,b,11,22283.00390625
659556,a,near,True,4053,2013-11-17,7,1,0,0,26878,262,b,11,26500.49609375
659856,c,far,True,3151,2013-11-17,7,1,0,0,18881,562,b,11,20067.666015625
660671,a,near,True,2926,2013-11-16,6,1,0,0,15740,262,b,11,16914.998046875
660971,c,far,True,2684,2013-11-16,6,1,0,0,14262,562,b,11,15161.998046875
661786,a,near,True,3298,2013-11-15,5,1,0,0,17827,262,b,11,21105.498046875
662086,c,far,True,3296,2013-11-15,5,1,0,0,17724,562,b,11,19579.669921875
662901,a,near,True,2819,2013-11-14,4,1,0,0,15922,262,b,11,17211.9921875
663201,c,far,True,3191,2013-11-14,4,1,0,0,18719,562,b,11,18134.50390625
664016,a,near,True,2717,2013-11-13,3,1,0,0,15084,262,b,11,15084.0234375
664316,c,far,True,3080,2013-11-13,3,1,0,0,17184,562,b,11,17849.66015625
665131,a,near,True,2909,2013-11-12,2,1,0,0,16268,262,b,11,16432.9921875
665431,c,far,True,3142,2013-11-12,2,1,0,0,17195,562,b,11,18347.005859375
666246,a,near,True,2923,2013-11-11,1,1,0,0,17151,262,b,11,17379.005859375
666546,c,far,True,3099,2013-11-11,1,1,0,0,16735,562,b,11,18814.994140625
667361,a,near,True,4298,2013-11-10,7,1,0,0,27797,262,b,11,26500.49609375
667661,c,far,True,3234,2013-11-10,7,1,0,0,19496,562,b,11,20067.666015625
668476,a,near,True,3056,2013-11-09,6,1,0,0,17132,262,b,11,16914.998046875
668776,c,far,True,2628,2013-11-09,6,1,0,0,13965,562,b,11,15161.998046875
669591,a,near,True,3611,2013-11-08,5,1,1,0,20955,262,b,11,20809.501953125
669891,c,far,True,3587,2013-11-08,5,1,1,0,20654,562,b,11,20571.330078125
670706,a,near,True,3000,2013-11-07,4,1,1,0,18637,262,b,11,18472.427734375
671006,c,far,True,3314,2013-11-07,4,1,1,0,19686,562,b,11,19545.5
671821,a,near,True,3214,2013-11-06,3,1,1,0,22016,262,b,11,20712.494140625
672121,c,far,True,3244,2013-11-06,3,1,1,0,20262,562,b,11,19208.00390625
672936,a,near,True,3142,2013-11-05,2,1,1,0,21349,262,b,11,19953.005859375
673236,c,far,True,3371,2013-11-05,2,1,1,0,21509,562,b,11,20711.66015625
674051,a,near,True,3725,2013-11-04,1,1,1,0,24194,262,b,11,19047.1796875
674351,c,far,True,3695,2013-11-04,1,1,1,0,24060,562,b,11,22283.00390625
675166,a,near,True,3730,2013-11-03,7,1,0,0,23112,262,b,11,26500.49609375
675466,c,far,True,3296,2013-11-03,7,1,0,0,17510,562,b,11,20067.666015625
676281,a,near,True,3466,2013-11-02,6,1,0,0,17936,262,b,11,16914.998046875
676581,c,far,True,3165,2013-11-02,6,1,0,0,15590,562,b,11,15161.998046875
677396,a,near,True,3611,2013-11-01,5,1,0,0,20995,262,b,11,21105.498046875
677696,c,far,True,3877,2013-11-01,5,1,0,0,20647,562,b,11,19579.669921875
678511,a,near,True,3268,2013-10-31,4,1,0,0,19786,262,b,10,23969.33984375
678811,c,far,True,3460,2013-10-31,4,1,0,0,19886,562,b,10,18177.494140625
679626,a,near,True,2931,2013-10-30,3,1,0,0,17428,262,b,10,17529.984375
679926,c,far,True,3048,2013-10-30,3,1,0,0,17652,562,b,10,17147.671875
680741,a,near,True,2940,2013-10-29,2,1,0,0,16949,262,b,10,17275.671875
681041,c,far,True,2657,2013-10-29,2,1,0,0,16339,562,b,10,17231.595703125
681856,a,near,True,3283,2013-10-28,1,1,0,0,18066,262,b,10,17976.998046875
682156,c,far,True,2828,2013-10-28,1,1,0,0,15523,562,b,10,17714.99609375
682971,a,near,True,4394,2013-10-27,7,1,0,0,27372,262,b,10,28673.994140625
683271,c,far,True,3433,2013-10-27,7,1,0,0,18710,562,b,10,17368.001953125
684086,a,near,True,2951,2013-10-26,6,1,0,0,15495,262,b,10,16434.994140625
684386,c,far,True,3021,2013-10-26,6,1,0,0,13446,562,b,10,13662.3330078125
685201,a,near,True,3549,2013-10-25,5,1,1,0,19374,262,b,10,18066.693359375
685501,c,far,True,3516,2013-10-25,5,1,1,0,19461,562,b,10,19822.669921875
686316,a,near,True,2995,2013-10-24,4,1,1,0,17036,262,b,10,18318.994140625
686616,c,far,True,3207,2013-10-24,4,1,1,0,18600,562,b,10,19172.255859375
687431,a,near,True,2915,2013-10-23,3,1,1,0,17697,262,b,10,18833.005859375
687731,c,far,True,3297,2013-10-23,3,1,1,0,19048,562,b,10,18790.330078125
